sample	strainID	evo_hist	count_correct	count_correct_thresh	f	target_f	replicate	strep_conc	transfers	n_species	community_type	plate_well
P18_1_0	HAMBI_1977	evo	11412	11412	0.8646109553754072	0.1	1	0	8	2	experiment	08B
P18_1_0	HAMBI_1287	evo	1787	1787	0.13538904462459278	0.9	1	0	8	2	experiment	08B
P18_1_16	HAMBI_1977	evo	10123	10123	0.8598488065913531	0.1	1	16	8	2	experiment	08B
P18_1_16	HAMBI_1287	evo	1650	1650	0.1401511934086469	0.9	1	16	8	2	experiment	08B
P18_1_256	HAMBI_1977	evo	10926	10926	0.9137743581165845	0.1	1	256	8	2	experiment	08B
P18_1_256	HAMBI_1287	evo	1031	1031	0.08622564188341557	0.9	1	256	8	2	experiment	08B
P18_1_64	HAMBI_1977	evo	10620	10620	0.8481073310972688	0.1	1	64	8	2	experiment	08B
P18_1_64	HAMBI_1287	evo	1902	1902	0.1518926689027312	0.9	1	64	8	2	experiment	08B
P18_2_0	HAMBI_1977	evo	14125	14125	0.8676822900669574	0.1	2	0	8	2	experiment	07B
P18_2_0	HAMBI_1287	evo	2154	2154	0.13231770993304257	0.9	2	0	8	2	experiment	07B
P18_2_16	HAMBI_1977	evo	10958	10958	0.8150847961916097	0.1	2	16	8	2	experiment	07B
P18_2_16	HAMBI_1287	evo	2486	2486	0.18491520380839035	0.9	2	16	8	2	experiment	07B
P18_2_256	HAMBI_1977	evo	12344	12344	0.9395646217080226	0.1	2	256	8	2	experiment	07B
P18_2_256	HAMBI_1287	evo	794	794	0.06043537829197747	0.9	2	256	8	2	experiment	07B
P18_2_64	HAMBI_1977	evo	11730	11730	0.8438241853104094	0.1	2	64	8	2	experiment	07B
P18_2_64	HAMBI_1287	evo	2171	2171	0.1561758146895907	0.9	2	64	8	2	experiment	07B
P18_s_0	HAMBI_1287	evo	5261	5261	0.8977815699658703	0.9	1	NA	0	2	masterplate	02D
P18_s_0	HAMBI_1977	evo	599	599	0.1022184300341297	0.1	1	NA	0	2	masterplate	02D
P19_1_16	HAMBI_1287	evo	4890	4890	0.5168040583386176	0.9	1	16	8	2	experiment	07E
P19_1_16	HAMBI_1896	anc	4572	4572	0.48319594166138236	0.1	1	16	8	2	experiment	07E
P19_1_256	HAMBI_1287	evo	5441	5441	1	0.9	1	256	8	2	experiment	07E
P19_1_256	HAMBI_1896	anc	59	0	0	0.1	1	256	8	2	experiment	07E
P19_1_64	HAMBI_1896	anc	8364	8364	0.7660042128400036	0.1	1	64	8	2	experiment	07E
P19_1_64	HAMBI_1287	evo	2555	2555	0.23399578715999633	0.9	1	64	8	2	experiment	07E
P19_2_16	HAMBI_1287	evo	2881	2881	0.4138773164775176	0.9	2	16	8	2	experiment	08E
P19_2_16	HAMBI_1896	anc	4080	4080	0.5861226835224824	0.1	2	16	8	2	experiment	08E
P19_2_256	HAMBI_1287	evo	2859	2859	1	0.9	2	256	8	2	experiment	08E
P19_2_256	HAMBI_1896	anc	54	0	0	0.1	2	256	8	2	experiment	08E
P19_2_64	HAMBI_1896	anc	9281	9281	0.7313056496729966	0.1	2	64	8	2	experiment	08E
P19_2_64	HAMBI_1287	evo	3410	3410	0.2686943503270034	0.9	2	64	8	2	experiment	08E
P19_s_0	HAMBI_1287	evo	3135	3135	0.8669800884955752	0.9	1	NA	0	2	masterplate	03D
P19_s_0	HAMBI_1896	anc	481	481	0.13301991150442477	0.1	1	NA	0	2	masterplate	03D
P20_1_16	HAMBI_1896	evo	4254	4254	0.6727819073224736	0.1	1	16	8	2	experiment	08F
P20_1_16	HAMBI_1287	evo	2069	2069	0.3272180926775265	0.9	1	16	8	2	experiment	08F
P20_1_256	HAMBI_1287	evo	7401	7401	0.844959470259162	0.9	1	256	8	2	experiment	08F
P20_1_256	HAMBI_1896	evo	1358	1358	0.15504052974083798	0.1	1	256	8	2	experiment	08F
P20_1_64	HAMBI_1896	evo	7953	7953	0.7480248306997742	0.1	1	64	8	2	experiment	08F
P20_1_64	HAMBI_1287	evo	2679	2679	0.25197516930022573	0.9	1	64	8	2	experiment	08F
P20_2_16	HAMBI_1896	evo	2751	2751	0.6391728624535316	0.1	2	16	8	2	experiment	07F
P20_2_16	HAMBI_1287	evo	1553	1553	0.3608271375464684	0.9	2	16	8	2	experiment	07F
P20_2_256	HAMBI_1287	evo	6479	6479	0.7652964800377983	0.9	2	256	8	2	experiment	07F
P20_2_256	HAMBI_1896	evo	1987	1987	0.23470351996220173	0.1	2	256	8	2	experiment	07F
P20_2_64	HAMBI_1896	evo	4306	4306	0.8011162790697675	0.1	2	64	8	2	experiment	07F
P20_2_64	HAMBI_1287	evo	1069	1069	0.19888372093023257	0.9	2	64	8	2	experiment	07F
P20_s_0	HAMBI_1287	evo	3335	3335	0.8604231166150671	0.9	1	NA	0	2	masterplate	03H
P20_s_0	HAMBI_1896	evo	541	541	0.13957688338493293	0.1	1	NA	0	2	masterplate	03H
P21_1_0	HAMBI_1977	anc	11599	11599	0.7486123660771912	0.1	1	0	8	2	experiment	09A
P21_1_0	HAMBI_1896	anc	3895	3895	0.25138763392280883	0.9	1	0	8	2	experiment	09A
P21_1_16	HAMBI_1977	anc	6996	6996	0.6697300402067777	0.1	1	16	8	2	experiment	09A
P21_1_16	HAMBI_1896	anc	3450	3450	0.33026995979322227	0.9	1	16	8	2	experiment	09A
P21_1_256	HAMBI_1896	anc	15439	15439	1	0.9	1	256	8	2	experiment	09A
P21_1_256	HAMBI_1977	anc	22	0	0	0.1	1	256	8	2	experiment	09A
P21_1_64	HAMBI_1896	anc	8283	8283	1	0.9	1	64	8	2	experiment	09A
P21_1_64	HAMBI_1977	anc	23	0	0	0.1	1	64	8	2	experiment	09A
P21_2_0	HAMBI_1977	anc	8242	8242	0.762936221419976	0.1	2	0	8	2	experiment	10A
P21_2_0	HAMBI_1896	anc	2561	2561	0.23706377858002406	0.9	2	0	8	2	experiment	10A
P21_2_16	HAMBI_1977	anc	7751	7751	0.7340657259210153	0.1	2	16	8	2	experiment	10A
P21_2_16	HAMBI_1896	anc	2808	2808	0.26593427407898473	0.9	2	16	8	2	experiment	10A
P21_2_256	HAMBI_1896	anc	15424	15424	1	0.9	2	256	8	2	experiment	10A
P21_2_256	HAMBI_1977	anc	16	0	0	0.1	2	256	8	2	experiment	10A
P21_2_64	HAMBI_1896	anc	7740	7740	1	0.9	2	64	8	2	experiment	10A
P21_2_64	HAMBI_1977	anc	18	0	0	0.1	2	64	8	2	experiment	10A
P21_s_0	HAMBI_1896	anc	6503	6503	0.8706654170571696	0.9	1	NA	0	2	masterplate	01E
P21_s_0	HAMBI_1977	anc	966	966	0.12933458294283037	0.1	1	NA	0	2	masterplate	01E
P22_1_0	HAMBI_1977	evo	9604	9604	0.7151154132539091	0.1	1	0	8	2	experiment	10B
P22_1_0	HAMBI_1896	anc	3826	3826	0.28488458674609085	0.9	1	0	8	2	experiment	10B
P22_1_16	HAMBI_1977	evo	8759	8759	0.729551890721306	0.1	1	16	8	2	experiment	10B
P22_1_16	HAMBI_1896	anc	3247	3247	0.270448109278694	0.9	1	16	8	2	experiment	10B
P22_1_256	HAMBI_1977	evo	10520	10520	0.7530961414560813	0.1	1	256	8	2	experiment	10B
P22_1_256	HAMBI_1896	anc	3449	3449	0.24690385854391866	0.9	1	256	8	2	experiment	10B
P22_1_64	HAMBI_1977	evo	7599	7599	0.7103860895578199	0.1	1	64	8	2	experiment	10B
P22_1_64	HAMBI_1896	anc	3098	3098	0.28961391044218004	0.9	1	64	8	2	experiment	10B
P22_2_0	HAMBI_1977	evo	10398	10398	0.6908052086101515	0.1	2	0	8	2	experiment	09B
P22_2_0	HAMBI_1896	anc	4654	4654	0.3091947913898485	0.9	2	0	8	2	experiment	09B
P22_2_16	HAMBI_1977	evo	9485	9485	0.7059918124302196	0.1	2	16	8	2	experiment	09B
P22_2_16	HAMBI_1896	anc	3950	3950	0.2940081875697804	0.9	2	16	8	2	experiment	09B
P22_2_256	HAMBI_1977	evo	12095	12095	0.7583072100313479	0.1	2	256	8	2	experiment	09B
P22_2_256	HAMBI_1896	anc	3855	3855	0.24169278996865204	0.9	2	256	8	2	experiment	09B
P22_2_64	HAMBI_1977	evo	11098	11098	0.7483984085238384	0.1	2	64	8	2	experiment	09B
P22_2_64	HAMBI_1896	anc	3731	3731	0.25160159147616157	0.9	2	64	8	2	experiment	09B
P22_s_0	HAMBI_1896	anc	5027	5027	0.8897345132743363	0.9	1	NA	0	2	masterplate	02E
P22_s_0	HAMBI_1977	evo	623	623	0.11026548672566372	0.1	1	NA	0	2	masterplate	02E
P23_1_0	HAMBI_1977	anc	6495	6495	0.8530338849487785	0.1	1	0	8	2	experiment	11A
P23_1_0	HAMBI_1896	evo	1119	1119	0.14696611505122142	0.9	1	0	8	2	experiment	11A
P23_1_16	HAMBI_1977	anc	8015	8015	0.8476996298254892	0.1	1	16	8	2	experiment	11A
P23_1_16	HAMBI_1896	evo	1440	1440	0.15230037017451084	0.9	1	16	8	2	experiment	11A
P23_1_256	HAMBI_1896	evo	9589	9589	1	0.9	1	256	8	2	experiment	11A
P23_1_256	HAMBI_1977	anc	22	0	0	0.1	1	256	8	2	experiment	11A
P23_1_64	HAMBI_1896	evo	6642	6642	1	0.9	1	64	8	2	experiment	11A
P23_1_64	HAMBI_1977	anc	13	0	0	0.1	1	64	8	2	experiment	11A
P23_2_0	HAMBI_1977	anc	10229	10229	0.8524166666666667	0.1	2	0	8	2	experiment	12A
P23_2_0	HAMBI_1896	evo	1771	1771	0.14758333333333334	0.9	2	0	8	2	experiment	12A
P23_2_16	HAMBI_1977	anc	7696	7696	0.7347016706443914	0.1	2	16	8	2	experiment	12A
P23_2_16	HAMBI_1896	evo	2779	2779	0.2652983293556086	0.9	2	16	8	2	experiment	12A
P23_2_256	HAMBI_1896	evo	15240	15240	1	0.9	2	256	8	2	experiment	12A
P23_2_256	HAMBI_1977	anc	19	0	0	0.1	2	256	8	2	experiment	12A
P23_2_64	HAMBI_1896	evo	6752	6752	1	0.9	2	64	8	2	experiment	12A
P23_2_64	HAMBI_1977	anc	16	0	0	0.1	2	64	8	2	experiment	12A
P23_s_0	HAMBI_1896	evo	3151	3151	0.8161098161098161	0.9	1	NA	0	2	masterplate	01F
P23_s_0	HAMBI_1977	anc	710	710	0.18389018389018388	0.1	1	NA	0	2	masterplate	01F
P24_1_0	HAMBI_1977	evo	8585	8585	0.8335760753471211	0.1	1	0	8	2	experiment	12B
P24_1_0	HAMBI_1896	evo	1714	1714	0.16642392465287892	0.9	1	0	8	2	experiment	12B
P24_1_16	HAMBI_1977	evo	8402	8402	0.8356872886413368	0.1	1	16	8	2	experiment	12B
P24_1_16	HAMBI_1896	evo	1652	1652	0.1643127113586632	0.9	1	16	8	2	experiment	12B
P24_1_256	HAMBI_1977	evo	8763	8763	0.7962744207178555	0.1	1	256	8	2	experiment	12B
P24_1_256	HAMBI_1896	evo	2242	2242	0.2037255792821445	0.9	1	256	8	2	experiment	12B
P24_1_64	HAMBI_1977	evo	9515	9515	0.7966342933690556	0.1	1	64	8	2	experiment	12B
P24_1_64	HAMBI_1896	evo	2429	2429	0.20336570663094442	0.9	1	64	8	2	experiment	12B
P24_2_0	HAMBI_1977	evo	10911	10911	0.8400184771729925	0.1	2	0	8	2	experiment	11B
P24_2_0	HAMBI_1896	evo	2078	2078	0.15998152282700748	0.9	2	0	8	2	experiment	11B
P24_2_16	HAMBI_1977	evo	7109	7109	0.765973494235535	0.1	2	16	8	2	experiment	11B
P24_2_16	HAMBI_1896	evo	2172	2172	0.23402650576446504	0.9	2	16	8	2	experiment	11B
P24_2_256	HAMBI_1977	evo	9616	9616	0.7890374989743169	0.1	2	256	8	2	experiment	11B
P24_2_256	HAMBI_1896	evo	2571	2571	0.2109625010256831	0.9	2	256	8	2	experiment	11B
P24_2_64	HAMBI_1977	evo	7132	7132	0.7836501483353477	0.1	2	64	8	2	experiment	11B
P24_2_64	HAMBI_1896	evo	1969	1969	0.21634985166465223	0.9	2	64	8	2	experiment	11B
P24_s_0	HAMBI_1896	evo	1987	1987	0.8842901646639965	0.9	1	NA	0	2	masterplate	02F
P24_s_0	HAMBI_1977	evo	260	260	0.11570983533600356	0.1	1	NA	0	2	masterplate	02F
P25_1_0	HAMBI_1977	anc	13160	13160	0.9691435304514323	0.9	1	0	8	2	experiment	01C
P25_1_0	HAMBI_0403	anc	419	419	0.03085646954856764	0.1	1	0	8	2	experiment	01C
P25_1_16	HAMBI_1977	anc	8294	8294	1	0.9	1	16	8	2	experiment	01C
P25_1_16	HAMBI_0403	anc	99	0	0	0.1	1	16	8	2	experiment	01C
P25_2_0	HAMBI_1977	anc	12506	12506	1	0.9	2	0	8	2	experiment	02C
P25_2_0	HAMBI_0403	anc	117	0	0	0.1	2	0	8	2	experiment	02C
P25_2_16	HAMBI_1977	anc	8364	8364	0.9552306989492919	0.9	2	16	8	2	experiment	02C
P25_2_16	HAMBI_0403	anc	392	392	0.04476930105070809	0.1	2	16	8	2	experiment	02C
P25_s_0	HAMBI_1977	anc	7161	7161	0.8844016302334198	0.9	1	NA	0	2	masterplate	04A
P25_s_0	HAMBI_0403	anc	936	936	0.11559836976658021	0.1	1	NA	0	2	masterplate	04A
P26_1_0	HAMBI_1977	evo	9241	9241	1	0.9	1	0	8	2	experiment	02D
P26_1_0	HAMBI_0403	anc	15	0	0	0.1	1	0	8	2	experiment	02D
P26_1_16	HAMBI_1977	evo	5659	5659	1	0.9	1	16	8	2	experiment	02D
P26_1_16	HAMBI_0403	anc	17	0	0	0.1	1	16	8	2	experiment	02D
P26_1_256	HAMBI_1977	evo	11096	11096	1	0.9	1	256	8	2	experiment	02D
P26_1_256	HAMBI_0403	anc	1	0	0	0.1	1	256	8	2	experiment	02D
P26_1_64	HAMBI_1977	evo	8978	8978	1	0.9	1	64	8	2	experiment	02D
P26_1_64	HAMBI_0403	anc	10	0	0	0.1	1	64	8	2	experiment	02D
P26_2_0	HAMBI_1977	evo	9595	9595	1	0.9	2	0	8	2	experiment	01D
P26_2_0	HAMBI_0403	anc	29	0	0	0.1	2	0	8	2	experiment	01D
P26_2_16	HAMBI_1977	evo	7561	7561	1	0.9	2	16	8	2	experiment	01D
P26_2_16	HAMBI_0403	anc	16	0	0	0.1	2	16	8	2	experiment	01D
P26_2_256	HAMBI_1977	evo	13290	13290	1	0.9	2	256	8	2	experiment	01D
P26_2_256	HAMBI_0403	anc	1	0	0	0.1	2	256	8	2	experiment	01D
P26_2_64	HAMBI_1977	evo	11223	11223	1	0.9	2	64	8	2	experiment	01D
P26_2_64	HAMBI_0403	anc	33	0	0	0.1	2	64	8	2	experiment	01D
P26_s_0	HAMBI_1977	evo	7075	7075	0.8882611424984307	0.9	1	NA	0	2	masterplate	05A
P26_s_0	HAMBI_0403	anc	890	890	0.11173885750156937	0.1	1	NA	0	2	masterplate	05A
P27_1_0	HAMBI_0403	anc	5000	5000	0.4149377593360996	0.1	1	0	8	2	experiment	01G
P27_1_0	HAMBI_1896	anc	7050	7050	0.5850622406639004	0.9	1	0	8	2	experiment	01G
P27_1_16	HAMBI_0403	anc	4564	4564	0.3739757456571616	0.1	1	16	8	2	experiment	01G
P27_1_16	HAMBI_1896	anc	7640	7640	0.6260242543428384	0.9	1	16	8	2	experiment	01G
P27_1_256	HAMBI_1896	anc	11498	11498	1	0.9	1	256	8	2	experiment	01G
P27_1_256	HAMBI_0403	anc	5	0	0	0.1	1	256	8	2	experiment	01G
P27_1_64	HAMBI_1896	anc	10471	10471	1	0.9	1	64	8	2	experiment	01G
P27_1_64	HAMBI_0403	anc	12	0	0	0.1	1	64	8	2	experiment	01G
P27_2_0	HAMBI_0403	anc	4816	4816	0.4394962584413214	0.1	2	0	8	2	experiment	02G
P27_2_0	HAMBI_1896	anc	6142	6142	0.5605037415586785	0.9	2	0	8	2	experiment	02G
P27_2_16	HAMBI_0403	anc	3921	3921	0.3975060827250608	0.1	2	16	8	2	experiment	02G
P27_2_16	HAMBI_1896	anc	5943	5943	0.6024939172749392	0.9	2	16	8	2	experiment	02G
P27_2_256	HAMBI_1896	anc	10561	10561	1	0.9	2	256	8	2	experiment	02G
P27_2_256	HAMBI_0403	anc	8	0	0	0.1	2	256	8	2	experiment	02G
P27_2_64	HAMBI_1896	anc	10635	10635	1	0.9	2	64	8	2	experiment	02G
P27_2_64	HAMBI_0403	anc	6	0	0	0.1	2	64	8	2	experiment	02G
P27_s_0	HAMBI_1896	anc	5575	5575	0.8682448216788662	0.9	1	NA	0	2	masterplate	06A
P27_s_0	HAMBI_0403	anc	846	846	0.1317551783211338	0.1	1	NA	0	2	masterplate	06A
P28_1_0	HAMBI_1896	evo	8373	8373	1	0.9	1	0	8	2	experiment	02H
P28_1_0	HAMBI_0403	anc	20	0	0	0.1	1	0	8	2	experiment	02H
P28_1_16	HAMBI_1896	evo	9021	9021	1	0.9	1	16	8	2	experiment	02H
P28_1_16	HAMBI_0403	anc	13	0	0	0.1	1	16	8	2	experiment	02H
P28_1_256	HAMBI_1896	evo	11449	11449	1	0.9	1	256	8	2	experiment	02H
P28_1_256	HAMBI_0403	anc	13	0	0	0.1	1	256	8	2	experiment	02H
P28_1_64	HAMBI_1896	evo	8049	8049	1	0.9	1	64	8	2	experiment	02H
P28_1_64	HAMBI_0403	anc	16	0	0	0.1	1	64	8	2	experiment	02H
P28_2_0	HAMBI_1896	evo	9748	9748	1	0.9	2	0	8	2	experiment	01H
P28_2_0	HAMBI_0403	anc	19	0	0	0.1	2	0	8	2	experiment	01H
P28_2_16	HAMBI_1896	evo	12161	12161	1	0.9	2	16	8	2	experiment	01H
P28_2_16	HAMBI_0403	anc	16	0	0	0.1	2	16	8	2	experiment	01H
P28_2_256	HAMBI_1896	evo	12337	12337	1	0.9	2	256	8	2	experiment	01H
P28_2_256	HAMBI_0403	anc	18	0	0	0.1	2	256	8	2	experiment	01H
P28_2_64	HAMBI_1896	evo	12476	12476	1	0.9	2	64	8	2	experiment	01H
P28_2_64	HAMBI_0403	anc	34	0	0	0.1	2	64	8	2	experiment	01H
P28_s_0	HAMBI_1896	evo	3471	3471	0.8486552567237163	0.9	1	NA	0	2	masterplate	06E
P28_s_0	HAMBI_0403	anc	619	619	0.1513447432762836	0.1	1	NA	0	2	masterplate	06E
P29_1_0	HAMBI_1287	anc	11140	11140	1	0.9	1	0	8	2	experiment	09G
P29_1_0	HAMBI_0403	anc	7	0	0	0.1	1	0	8	2	experiment	09G
P29_1_16	HAMBI_1287	anc	7633	7633	1	0.9	1	16	8	2	experiment	09G
P29_1_16	HAMBI_0403	anc	17	0	0	0.1	1	16	8	2	experiment	09G
P29_1_256	HAMBI_1287	anc	13935	13935	1	0.9	1	256	8	2	experiment	09G
P29_1_256	HAMBI_0403	anc	15	0	0	0.1	1	256	8	2	experiment	09G
P29_2_0	HAMBI_1287	anc	11098	11098	1	0.9	2	0	8	2	experiment	10G
P29_2_0	HAMBI_0403	anc	11	0	0	0.1	2	0	8	2	experiment	10G
P29_2_16	HAMBI_1287	anc	7996	7996	1	0.9	2	16	8	2	experiment	10G
P29_2_16	HAMBI_0403	anc	20	0	0	0.1	2	16	8	2	experiment	10G
P29_2_256	HAMBI_1287	anc	8782	8782	1	0.9	2	256	8	2	experiment	10G
P29_2_256	HAMBI_0403	anc	15	0	0	0.1	2	256	8	2	experiment	10G
P29_2_64	HAMBI_1287	anc	9226	9226	1	0.9	2	64	8	2	experiment	10G
P29_2_64	HAMBI_0403	anc	7	0	0	0.1	2	64	8	2	experiment	10G
P29_s_0	HAMBI_1287	anc	6506	6506	0.9041133963312952	0.9	1	NA	0	2	masterplate	04G
P29_s_0	HAMBI_0403	anc	690	690	0.09588660366870484	0.1	1	NA	0	2	masterplate	04G
P02_s_0	HAMBI_0403	anc	6282	6282	0.8900538396146217	0.9	1	NA	0	2	masterplate	02A
P02_s_0	HAMBI_1977	evo	776	776	0.1099461603853783	0.1	1	NA	0	2	masterplate	02A
P30_1_0	HAMBI_1287	evo	10282	10282	1	0.9	1	0	8	2	experiment	10H
P30_1_0	HAMBI_0403	anc	13	0	0	0.1	1	0	8	2	experiment	10H
P30_1_16	HAMBI_1287	evo	4854	4854	1	0.9	1	16	8	2	experiment	10H
P30_1_16	HAMBI_0403	anc	23	0	0	0.1	1	16	8	2	experiment	10H
P30_1_256	HAMBI_1287	evo	5767	5767	1	0.9	1	256	8	2	experiment	10H
P30_1_256	HAMBI_0403	anc	34	0	0	0.1	1	256	8	2	experiment	10H
P30_1_64	HAMBI_1287	evo	6551	6551	1	0.9	1	64	8	2	experiment	10H
P30_1_64	HAMBI_0403	anc	15	0	0	0.1	1	64	8	2	experiment	10H
P30_2_16	HAMBI_1287	evo	7299	7299	1	0.9	2	16	8	2	experiment	09H
P30_2_16	HAMBI_0403	anc	22	0	0	0.1	2	16	8	2	experiment	09H
P30_2_256	HAMBI_1287	evo	6820	6820	1	0.9	2	256	8	2	experiment	09H
P30_2_256	HAMBI_0403	anc	28	0	0	0.1	2	256	8	2	experiment	09H
P30_s_0	HAMBI_1287	evo	4458	4458	0.8607839351226105	0.9	1	NA	0	2	masterplate	05G
P30_s_0	HAMBI_0403	anc	721	721	0.13921606487738947	0.1	1	NA	0	2	masterplate	05G
P31_1_0	HAMBI_1977	anc	10163	10163	1	0.9	1	0	8	2	experiment	03C
P31_1_0	HAMBI_0403	evo	82	0	0	0.1	1	0	8	2	experiment	03C
P31_1_16	HAMBI_1977	anc	7460	7460	1	0.9	1	16	8	2	experiment	03C
P31_1_16	HAMBI_0403	evo	77	0	0	0.1	1	16	8	2	experiment	03C
P31_1_256	HAMBI_0403	evo	11294	11294	1	0.1	1	256	8	2	experiment	03C
P31_1_256	HAMBI_1977	anc	43	0	0	0.9	1	256	8	2	experiment	03C
P31_1_64	HAMBI_0403	evo	9600	9600	1	0.1	1	64	8	2	experiment	03C
P31_1_64	HAMBI_1977	anc	65	0	0	0.9	1	64	8	2	experiment	03C
P31_2_0	HAMBI_1977	anc	9922	9922	1	0.9	2	0	8	2	experiment	04C
P31_2_0	HAMBI_0403	evo	74	0	0	0.1	2	0	8	2	experiment	04C
P31_2_16	HAMBI_1977	anc	6408	6408	1	0.9	2	16	8	2	experiment	04C
P31_2_16	HAMBI_0403	evo	157	0	0	0.1	2	16	8	2	experiment	04C
P31_2_256	HAMBI_0403	evo	11163	11163	1	0.1	2	256	8	2	experiment	04C
P31_2_256	HAMBI_1977	anc	55	0	0	0.9	2	256	8	2	experiment	04C
P31_2_64	HAMBI_0403	evo	10252	10252	1	0.1	2	64	8	2	experiment	04C
P31_2_64	HAMBI_1977	anc	57	0	0	0.9	2	64	8	2	experiment	04C
P31_s_0	HAMBI_1977	anc	5521	5521	0.8891931067804799	0.9	1	NA	0	2	masterplate	04B
P31_s_0	HAMBI_0403	evo	688	688	0.11080689321952006	0.1	1	NA	0	2	masterplate	04B
P32_1_0	HAMBI_1977	evo	8321	8321	1	0.9	1	0	8	2	experiment	04D
P32_1_0	HAMBI_0403	evo	138	0	0	0.1	1	0	8	2	experiment	04D
P32_1_16	HAMBI_1977	evo	6242	6242	1	0.9	1	16	8	2	experiment	04D
P32_1_16	HAMBI_0403	evo	79	0	0	0.1	1	16	8	2	experiment	04D
P32_1_256	HAMBI_1977	evo	10544	10544	1	0.9	1	256	8	2	experiment	04D
P32_1_256	HAMBI_0403	evo	154	0	0	0.1	1	256	8	2	experiment	04D
P32_1_64	HAMBI_1977	evo	11435	11435	1	0.9	1	64	8	2	experiment	04D
P32_1_64	HAMBI_0403	evo	247	0	0	0.1	1	64	8	2	experiment	04D
P32_2_0	HAMBI_1977	evo	9024	9024	1	0.9	2	0	8	2	experiment	03D
P32_2_0	HAMBI_0403	evo	113	0	0	0.1	2	0	8	2	experiment	03D
P32_2_16	HAMBI_1977	evo	6182	6182	1	0.9	2	16	8	2	experiment	03D
P32_2_16	HAMBI_0403	evo	68	0	0	0.1	2	16	8	2	experiment	03D
P32_2_256	HAMBI_1977	evo	9969	9969	1	0.9	2	256	8	2	experiment	03D
P32_2_256	HAMBI_0403	evo	109	0	0	0.1	2	256	8	2	experiment	03D
P32_2_64	HAMBI_1977	evo	6900	6900	1	0.9	2	64	8	2	experiment	03D
P32_2_64	HAMBI_0403	evo	140	0	0	0.1	2	64	8	2	experiment	03D
P32_s_0	HAMBI_1977	evo	5863	5863	0.8824503311258278	0.9	1	NA	0	2	masterplate	05B
P32_s_0	HAMBI_0403	evo	781	781	0.11754966887417219	0.1	1	NA	0	2	masterplate	05B
P33_1_0	HAMBI_0403	evo	4095	4095	0.4147255418270205	0.1	1	0	8	2	experiment	03G
P33_1_0	HAMBI_1896	anc	5779	5779	0.5852744581729795	0.9	1	0	8	2	experiment	03G
P33_1_16	HAMBI_0403	evo	3437	3437	0.40095660289314045	0.1	1	16	8	2	experiment	03G
P33_1_16	HAMBI_1896	anc	5135	5135	0.5990433971068595	0.9	1	16	8	2	experiment	03G
P33_1_256	HAMBI_0403	evo	5410	5410	0.42662250611150543	0.1	1	256	8	2	experiment	03G
P33_1_256	HAMBI_1896	anc	7271	7271	0.5733774938884946	0.9	1	256	8	2	experiment	03G
P33_1_64	HAMBI_0403	evo	3567	3567	0.3951041205139566	0.1	1	64	8	2	experiment	03G
P33_1_64	HAMBI_1896	anc	5461	5461	0.6048958794860434	0.9	1	64	8	2	experiment	03G
P33_2_0	HAMBI_0403	evo	3266	3266	0.40942710292089757	0.1	2	0	8	2	experiment	04G
P33_2_0	HAMBI_1896	anc	4711	4711	0.5905728970791024	0.9	2	0	8	2	experiment	04G
P33_2_16	HAMBI_0403	evo	1204	1204	0.4140302613480055	0.1	2	16	8	2	experiment	04G
P33_2_16	HAMBI_1896	anc	1704	1704	0.5859697386519945	0.9	2	16	8	2	experiment	04G
P33_2_256	HAMBI_0403	evo	4464	4464	0.4355121951219512	0.1	2	256	8	2	experiment	04G
P33_2_256	HAMBI_1896	anc	5786	5786	0.5644878048780487	0.9	2	256	8	2	experiment	04G
P33_2_64	HAMBI_0403	evo	3940	3940	0.4059763008758372	0.1	2	64	8	2	experiment	04G
P33_2_64	HAMBI_1896	anc	5765	5765	0.5940236991241628	0.9	2	64	8	2	experiment	04G
P33_s_0	HAMBI_1896	anc	5328	5328	0.8893340010015023	0.9	1	NA	0	2	masterplate	06B
P33_s_0	HAMBI_0403	evo	663	663	0.11066599899849774	0.1	1	NA	0	2	masterplate	06B
P34_1_0	HAMBI_0403	evo	4098	4098	0.4653116838878165	0.1	1	0	8	2	experiment	04H
P34_1_0	HAMBI_1896	evo	4709	4709	0.5346883161121835	0.9	1	0	8	2	experiment	04H
P34_1_16	HAMBI_0403	evo	2292	2292	0.4695759065765212	0.1	1	16	8	2	experiment	04H
P34_1_16	HAMBI_1896	evo	2589	2589	0.5304240934234788	0.9	1	16	8	2	experiment	04H
P34_1_256	HAMBI_0403	evo	5820	5820	0.44848578253833704	0.1	1	256	8	2	experiment	04H
P34_1_256	HAMBI_1896	evo	7157	7157	0.551514217461663	0.9	1	256	8	2	experiment	04H
P34_1_64	HAMBI_0403	evo	4245	4245	0.4409015371832156	0.1	1	64	8	2	experiment	04H
P34_1_64	HAMBI_1896	evo	5383	5383	0.5590984628167843	0.9	1	64	8	2	experiment	04H
P34_2_0	HAMBI_0403	evo	5227	5227	0.482507154066279	0.1	2	0	8	2	experiment	03H
P34_2_0	HAMBI_1896	evo	5606	5606	0.517492845933721	0.9	2	0	8	2	experiment	03H
P34_2_16	HAMBI_0403	evo	3753	3753	0.4564027727106895	0.1	2	16	8	2	experiment	03H
P34_2_16	HAMBI_1896	evo	4470	4470	0.5435972272893105	0.9	2	16	8	2	experiment	03H
P34_2_256	HAMBI_0403	evo	5524	5524	0.4333228741763414	0.1	2	256	8	2	experiment	03H
