sample	community_id	n_species	community_type	transfers	strep_conc	replicate	plate_well	notes
T83_2_0	T83	3	experiment	8	0	2	07H	
T38_2_0	T38	3	experiment	8	0	2	08A	
T41_2_0	T41	3	experiment	8	0	2	08B	
T44_2_0	T44	3	experiment	8	0	2	08C	
T47_2_0	T47	3	experiment	8	0	2	08D	
T19_2_0	T19	3	experiment	8	0	2	08E	
T22_2_0	T22	3	experiment	8	0	2	08F	
T92_2_0	T92	3	experiment	8	0	2	08G	
T95_2_0	T95	3	experiment	8	0	2	08H	
T51_2_0	T51	3	experiment	8	0	2	09A	
T54_2_0	T54	3	experiment	8	0	2	09B	
T57_2_0	T57	3	experiment	8	0	2	09C	
T60_2_0	T60	3	experiment	8	0	2	09D	
T31_2_0	T31	3	experiment	8	0	2	09E	
T34_2_0	T34	3	experiment	8	0	2	09F	
T73_2_0	T73	3	experiment	8	0	2	09G	
T76_2_0	T76	3	experiment	8	0	2	09H	
T63_2_0	T63	3	experiment	8	0	2	10A	
T66_2_0	T66	3	experiment	8	0	2	10B	
T69_2_0	T69	3	experiment	8	0	2	10C	
T72_2_0	T72	3	experiment	8	0	2	10D	
T43_2_0	T43	3	experiment	8	0	2	10E	
T46_2_0	T46	3	experiment	8	0	2	10F	
T85_2_0	T85	3	experiment	8	0	2	10G	
T88_2_0	T88	3	experiment	8	0	2	10H	
T50_2_0	T50	3	experiment	8	0	2	11A	
T53_2_0	T53	3	experiment	8	0	2	11B	
T56_2_0	T56	3	experiment	8	0	2	11C	
T59_2_0	T59	3	experiment	8	0	2	11D	
T55_2_0	T55	3	experiment	8	0	2	11E	
T58_2_0	T58	3	experiment	8	0	2	11F	
T79_2_0	T79	3	experiment	8	0	2	11G	
T82_2_0	T82	3	experiment	8	0	2	11H	
T62_2_0	T62	3	experiment	8	0	2	12A	
T65_2_0	T65	3	experiment	8	0	2	12B	
T68_2_0	T68	3	experiment	8	0	2	12C	
T71_2_0	T71	3	experiment	8	0	2	12D	
T67_2_0	T67	3	experiment	8	0	2	12E	
T70_2_0	T70	3	experiment	8	0	2	12F	
T91_2_0	T91	3	experiment	8	0	2	12G	
T94_2_0	T94	3	experiment	8	0	2	12H	
P01_s_0	P01	2	masterplate	0		1	01A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P07_s_0	P07	2	masterplate	0		1	01B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P13_s_0	P13	2	masterplate	0		1	01C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P17_s_0	P17	2	masterplate	0		1	01D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P21_s_0	P21	2	masterplate	0		1	01E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P23_s_0	P23	2	masterplate	0		1	01F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P05_s_0	P05	2	masterplate	0		1	01G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P11_s_0	P11	2	masterplate	0		1	01H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P02_s_0	P02	2	masterplate	0		1	02A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P08_s_0	P08	2	masterplate	0		1	02B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P14_s_0	P14	2	masterplate	0		1	02C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P18_s_0	P18	2	masterplate	0		1	02D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P22_s_0	P22	2	masterplate	0		1	02E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P24_s_0	P24	2	masterplate	0		1	02F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P06_s_0	P06	2	masterplate	0		1	02G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P12_s_0	P12	2	masterplate	0		1	02H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P03_s_0	P03	2	masterplate	0		1	03A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P09_s_0	P09	2	masterplate	0		1	03B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P15_s_0	P15	2	masterplate	0		1	03C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P19_s_0	P19	2	masterplate	0		1	03D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P04_s_0	P04	2	masterplate	0		1	03E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P10_s_0	P10	2	masterplate	0		1	03F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P16_s_0	P16	2	masterplate	0		1	03G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P20_s_0	P20	2	masterplate	0		1	03H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P25_s_0	P25	2	masterplate	0		1	04A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P31_s_0	P31	2	masterplate	0		1	04B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P37_s_0	P37	2	masterplate	0		1	04C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P41_s_0	P41	2	masterplate	0		1	04D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P45_s_0	P45	2	masterplate	0		1	04E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P47_s_0	P47	2	masterplate	0		1	04F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P29_s_0	P29	2	masterplate	0		1	04G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P35_s_0	P35	2	masterplate	0		1	04H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P26_s_0	P26	2	masterplate	0		1	05A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P32_s_0	P32	2	masterplate	0		1	05B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P38_s_0	P38	2	masterplate	0		1	05C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P42_s_0	P42	2	masterplate	0		1	05D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P46_s_0	P46	2	masterplate	0		1	05E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P48_s_0	P48	2	masterplate	0		1	05F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P30_s_0	P30	2	masterplate	0		1	05G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P36_s_0	P36	2	masterplate	0		1	05H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P27_s_0	P27	2	masterplate	0		1	06A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P33_s_0	P33	2	masterplate	0		1	06B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P39_s_0	P39	2	masterplate	0		1	06C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P43_s_0	P43	2	masterplate	0		1	06D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P28_s_0	P28	2	masterplate	0		1	06E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P34_s_0	P34	2	masterplate	0		1	06F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P40_s_0	P40	2	masterplate	0		1	06G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
P44_s_0	P44	2	masterplate	0		1	06H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
3sp_1_0	T01	3	pos_ctrl			1	07A	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.
3sp_2_0	T03	3	pos_ctrl			2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.
3sp_3_0	T25	3	pos_ctrl			3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.
3sp_4_0	T27	3	pos_ctrl			4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.
3sp_5_0	T50	3	pos_ctrl			5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.
3sp_6_0	T51	3	pos_ctrl			6	07F	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.
3sp_7_0	T73	3	pos_ctrl			7	07G	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.
3sp_8_0	T74	3	pos_ctrl			8	07H	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.
neg_1_0	pairs_0_1_G02	0	neg_ctrl			1	08A	These samples were extracted from blank wells on the pairs plate. Goal was to use this to check for contamination during the experiment
neg_2_0	pairs_0_1_D05	0	neg_ctrl			2	08B	These samples were extracted from blank wells on the pairs plate. Goal was to use this to check for contamination during the experiment
neg_3_0	pairs_0_1_G08	0	neg_ctrl			3	08C	These samples were extracted from blank wells on the pairs plate. Goal was to use this to check for contamination during the experiment
neg_4_0	pairs_0_1_C12	0	neg_ctrl			4	08D	These samples were extracted from blank wells on the pairs plate. Goal was to use this to check for contamination during the experiment
neg_5_0	pairs_0_1_B01	0	neg_ctrl			5	08E	These samples were extracted from blank wells on the pairs plate. Goal was to use this to check for contamination during the experiment
neg_6_0	pairs_0_1_E04	0	neg_ctrl			6	08F	These samples were extracted from blank wells on the pairs plate. Goal was to use this to check for contamination during the experiment
neg_7_0	pairs_0_1_H07	0	neg_ctrl			7	08G	These samples were extracted from blank wells on the pairs plate. Goal was to use this to check for contamination during the experiment
neg_8_0	pairs_0_1_E10	0	neg_ctrl			8	08H	These samples were extracted from blank wells on the pairs plate. Goal was to use this to check for contamination during the experiment
T03_s_0	T03	3	masterplate	0		1	01A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T06_s_0	T06	3	masterplate	0		1	01B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T09_s_0	T09	3	masterplate	0		1	01C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T12_s_0	T12	3	masterplate	0		1	01D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T01_s_0	T01	3	masterplate	0		1	01E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T04_s_0	T04	3	masterplate	0		1	01F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T75_s_0	T75	3	masterplate	0		1	01G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T78_s_0	T78	3	masterplate	0		1	01H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T15_s_0	T15	3	masterplate	0		1	02A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T18_s_0	T18	3	masterplate	0		1	02B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T21_s_0	T21	3	masterplate	0		1	02C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T24_s_0	T24	3	masterplate	0		1	02D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T13_s_0	T13	3	masterplate	0		1	02E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T16_s_0	T16	3	masterplate	0		1	02F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T87_s_0	T87	3	masterplate	0		1	02G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T90_s_0	T90	3	masterplate	0		1	02H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T27_s_0	T27	3	masterplate	0		1	03A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T30_s_0	T30	3	masterplate	0		1	03B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T33_s_0	T33	3	masterplate	0		1	03C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T36_s_0	T36	3	masterplate	0		1	03D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T25_s_0	T25	3	masterplate	0		1	03E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T28_s_0	T28	3	masterplate	0		1	03F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T74_s_0	T74	3	masterplate	0		1	03G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T77_s_0	T77	3	masterplate	0		1	03H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T39_s_0	T39	3	masterplate	0		1	04A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T42_s_0	T42	3	masterplate	0		1	04B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T45_s_0	T45	3	masterplate	0		1	04C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T48_s_0	T48	3	masterplate	0		1	04D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T37_s_0	T37	3	masterplate	0		1	04E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T40_s_0	T40	3	masterplate	0		1	04F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T86_s_0	T86	3	masterplate	0		1	04G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T89_s_0	T89	3	masterplate	0		1	04H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T02_s_0	T02	3	masterplate	0		1	05A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T05_s_0	T05	3	masterplate	0		1	05B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T08_s_0	T08	3	masterplate	0		1	05C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T11_s_0	T11	3	masterplate	0		1	05D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T49_s_0	T49	3	masterplate	0		1	05E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T52_s_0	T52	3	masterplate	0		1	05F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T81_s_0	T81	3	masterplate	0		1	05G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T84_s_0	T84	3	masterplate	0		1	05H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T14_s_0	T14	3	masterplate	0		1	06A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T17_s_0	T17	3	masterplate	0		1	06B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T20_s_0	T20	3	masterplate	0		1	06C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T23_s_0	T23	3	masterplate	0		1	06D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T61_s_0	T61	3	masterplate	0		1	06E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T64_s_0	T64	3	masterplate	0		1	06F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T93_s_0	T93	3	masterplate	0		1	06G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T96_s_0	T96	3	masterplate	0		1	06H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T26_s_0	T26	3	masterplate	0		1	07A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T29_s_0	T29	3	masterplate	0		1	07B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T32_s_0	T32	3	masterplate	0		1	07C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T35_s_0	T35	3	masterplate	0		1	07D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T07_s_0	T07	3	masterplate	0		1	07E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T10_s_0	T10	3	masterplate	0		1	07F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T80_s_0	T80	3	masterplate	0		1	07G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T83_s_0	T83	3	masterplate	0		1	07H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T38_s_0	T38	3	masterplate	0		1	08A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T41_s_0	T41	3	masterplate	0		1	08B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T44_s_0	T44	3	masterplate	0		1	08C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T47_s_0	T47	3	masterplate	0		1	08D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T19_s_0	T19	3	masterplate	0		1	08E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T22_s_0	T22	3	masterplate	0		1	08F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T92_s_0	T92	3	masterplate	0		1	08G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T95_s_0	T95	3	masterplate	0		1	08H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T51_s_0	T51	3	masterplate	0		1	09A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T54_s_0	T54	3	masterplate	0		1	09B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T57_s_0	T57	3	masterplate	0		1	09C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T60_s_0	T60	3	masterplate	0		1	09D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T31_s_0	T31	3	masterplate	0		1	09E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T34_s_0	T34	3	masterplate	0		1	09F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T73_s_0	T73	3	masterplate	0		1	09G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T76_s_0	T76	3	masterplate	0		1	09H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T63_s_0	T63	3	masterplate	0		1	10A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T66_s_0	T66	3	masterplate	0		1	10B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T69_s_0	T69	3	masterplate	0		1	10C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T72_s_0	T72	3	masterplate	0		1	10D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T43_s_0	T43	3	masterplate	0		1	10E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T46_s_0	T46	3	masterplate	0		1	10F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T85_s_0	T85	3	masterplate	0		1	10G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T88_s_0	T88	3	masterplate	0		1	10H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T50_s_0	T50	3	masterplate	0		1	11A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T53_s_0	T53	3	masterplate	0		1	11B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T56_s_0	T56	3	masterplate	0		1	11C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T59_s_0	T59	3	masterplate	0		1	11D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T55_s_0	T55	3	masterplate	0		1	11E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
